ID	Sentence	Labels
426	Amo i cani , e più specificamente le meduse .	0
4192	Amo le collane più delle scarpe .	1
166	Apprezzo il Primitivo , e più specificamente la sprite .	0
788	Apprezzo i mobili , eccetto i tavoli .	1
1507	Amo le meduse , un tipo interessante di gatto .	0
4379	Amo i libri più dei sussidiari .	0
5306	Amo i gioielli , ma non gli occhiali .	1
5823	Amo gli alberi , e più specificamente i cespugli .	0
4781	Amo i pappagalli , ma non i bassotti .	1
2002	Uso il poliestere , ed anche il cuoio .	1
5100	Apprezzo la birra , ma non il Primitivo .	1
5809	Amo le camicie , eccetto gli orecchini .	0
4494	Amo gli astronomi più dei guardiani .	1
5545	Amo i ristoranti , ma non i camerieri .	1
957	Amo i criceti , un tipo interessante di passero .	0
3904	Apprezzo l' acqua più del Chianti .	1
2264	Amo il vitello , ed anche il caviale .	1
3493	Non amo gli impiegati , preferisco i genetisti .	1
3780	Uso il cotone più del poliestere .	1
3138	Non amo i prodotti del mare , preferisco il caviale .	0
2386	Amo gli orsi , ed anche i cani .	1
3024	Non amo i gioielli , preferisco il rock .	1
105	Apprezzo la carta da parati , e più specificamente i guardaroba .	0
4645	Amo gli impiegati , eccetto le fabbriche .	0
1207	Apprezzo il vino , un tipo interessante di Chardonnay .	0
5759	Amo le camicie , e più specificamente i gioielli .	0
4473	Amo i guardiani più dei biologi .	1
2079	Apprezzo il Merlot , ed anche la coca cola .	1
5569	Amo gli uffici , ma non i professori .	1
4550	Si fida del gusto , eccetto che delle ricostruzioni .	0
1036	Amo gli animali domestici , un tipo interessante di calza .	0
417	Amo i gatti , e più specificamente le balene .	0
5193	Adoro il lardo , ma non i broccoli .	1
978	Amo le moto , un tipo interessante di aeroplano .	0
1165	Apprezzo i dipinti , un tipo interessante di tavolo .	0
3164	Non amo i videogiochi , preferisco i thriller .	1
3337	Non si fida del gusto , preferisce i notiziari .	1
5647	Amo i bulldog , e più specificamente i criceti .	0
5744	Amo le navi , e più specificamente le Kawasakis .	0
4145	Amo gli animali domestici , eccetto i gatti .	1
3933	Amo i giochi da tavolo , eccetto i documentari .	0
5657	Amo i bassotti , e più specificamente i criceti .	0
5261	Amo i giochi da tavolo , ma non i thriller .	1
1089	Adoro gli arbusti , un tipo interessante di abete .	0
4541	Si fida delle ricostruzioni , eccetto che del tatto .	0
2965	Non amo il parquet , preferisco i letti .	1
3130	Non amo il vitello , preferisco le ostriche .	1
4808	Amo i gatti , ma non i merli .	1
5587	Ho incontrato gli scienziati , ma non i genetisti .	1
69	Uso il cotone , e più specificamente il PVC .	0
1544	Si fida della vista , un tipo interessante di diceria .	0
3643	Amo le navi più delle Suzuki .	1
4906	Amo le gonne , ma non i gioielli .	1
4363	Posso capire la logica più dell' amore .	1
302	Adoro il tacchino , e più specificamente le ostriche .	0
3115	Non amo i granchi , preferisco il pollo .	1
4374	Posso capire la tristezza più dei calcoli .	1
4571	Posso capire la paura , eccetto le emozioni .	0
5223	Adoro il vitello , ma non i granchi .	1
1650	Amo i saggi , un tipo interessante di libro .	1
5830	Amo gli alberi , e più specificamente le betulle .	1
3065	Non amo il prosciutto cotto , preferisco le mele .	1
4689	Amo gli uffici , eccetto i professori .	0
3692	Amo i pantaloni più degli occhiali .	1
4930	Adoro gli alberi , ma non le betulle .	1
70	Uso il PVC , e più specificamente il vetro .	0
1231	Apprezzo la sprite , un tipo interessante di Primitivo .	0
2362	Amo gli occhiali , ed anche gli anelli .	1
1804	Amo i bulldog , ed anche i conigli .	1
1308	Adoro il maiale , un tipo interessante di mela .	0
3469	Non amo i professori , preferisco i lavoratori .	0
5229	Adoro le ostriche , ma non il pollo .	1
4407	Amo i cartoni animati più dei romanzi .	1
753	Uso il vinile , eccetto il vetro .	0
4040	Amo il lardo più del maiale .	0
1501	Amo gli animali domestici , un tipo interessante di gatto .	0
1013	Amo i vestiti , un tipo interessante di camicia .	0
1082	Adoro gli abeti , un tipo interessante di albero .	1
465	Si fida delle ricostruzioni , e più specificamente della vista .	0
601	Amo il cinema , e più specificamente i manuali .	0
3226	Non amo gli orecchini , preferisco le borsette .	1
1375	Apprezzo i giochi da tavolo , eccetto la techno .	0
2706	Non amo i pappagalli , preferisco i criceti .	1
2141	Apprezzo il jazz , ed anche i giochi da tavolo .	1
4765	Amo i gatti , ma non i bulldog .	1
1212	Apprezzo lo Chardonnay , un tipo interessante di birra .	0
5813	Amo le querce , e più specificamente l' erba .	0
339	Amo i videogiochi , e più specificamente i western .	0
5411	Si fida dell' udito , ma non i notiziari .	1
3404	Non amo la musica , preferisco i saggi .	1
3646	Amo le Suzuki più delle biciclette .	1
2637	Ho incontrato i fisici , ed anche i camerieri .	1
3794	Uso il nylon più del vetro .	1
5044	Apprezzo la carta da parati , ma non i guardaroba .	1
3988	Amo i braccialetti , eccetto gli occhiali .	0
1752	Ho incontrato gli astronomi , un tipo interessante di cameriere .	0
3538	Amo i gatti più degli husky .	1
1832	Amo gli uccelli , ed anche le anatre .	0
3733	Amo i film , eccetto i thriller .	1
4791	Amo gli uccelli , ma non i criceti .	1
1720	Amo i professori , un tipo interessante di scuola .	0
5124	Apprezzo il jazz , ma non i giochi da tavolo .	1
3149	Adoro i prodotti del mare , eccetto il pollo .	0
703	Adoro gli abeti , eccetto gli alberi .	0
2125	Apprezzo il rock , ed anche la musica .	0
1394	Adoro il caviale , un tipo interessante di tacchino .	0
1604	Posso capire la paura , un tipo interessante di saggezza .	0
2853	Non amo gli animali , preferisco le betulle .	1
5788	Amo i vestiti , e più specificamente le calze .	1
3201	Non amo le borsette , preferisco i braccialetti .	1
587	Amo i romanzi , e più specificamente il cinema .	0
2071	Apprezzo i letti , ed anche i mobili .	0
2638	Ho incontrato i camerieri , ed anche i fisici .	1
56	Uso il vinile , e più specificamente la plastica .	0
507	Si fida delle congetture , e più specificamente del gusto .	0
5097	Apprezzo il Primitivo , ma non la sprite .	1
2535	Amo la musica , ed anche i romanzi .	1
2343	Adoro il prosciutto , eccetto le mele .	0
3443	Non amo i lavoratori , preferisco le scuole .	1
1597	Posso capire la gioia , un tipo interessante di logica .	0
4651	Amo i ristoranti , eccetto gli impiegati .	0
3192	Non amo i film , preferisco i documentari .	0
1811	Amo i criceti , ed anche i bassotti .	1
2177	Amo il maiale , ed anche il prosciutto cotto .	0
4671	Amo le fabbriche , eccetto i guardiani .	0
4630	Amo il cinema , eccetto i romanzi .	0
5390	Amo i treni , eccetto le Kawasakis .	0
3649	Amo i treni più delle Suzuki .	1
3364	Non ama la stupidità , preferisce la paura .	1
1696	Amo i camerieri , un tipo interessante di lavoratore .	1
922	Amo gli uccelli , un tipo interessante di gatto .	0
3017	Non amo il rock , preferisco i giochi da tavolo .	1
1070	Adoro le betulle , un tipo interessante di erba .	0
4618	Amo i libri , eccetto i saggi .	1
2380	Amo gli animali domestici , ed anche le balene .	1
3387	Non ama la tristezza , preferisce i calcoli .	1
5115	Apprezzo il cibo , ma non il rock .	1
3883	Apprezzo il Merlot più della birra .	1
2724	Non amo i merli , preferisco i gatti .	1
4032	Amo il bacon più dei broccoli .	1
5137	Amo i treni , eccetto le Suzuki .	0
856	Apprezzo l' acqua , eccetto il Chianti .	0
1136	Uso il legno , un tipo interessante di PVC .	0
124	Apprezzo il Merlot , e più specificamente l' acqua .	0
1615	Posso capire la saggezza , un tipo interessante di amore .	0
945	Amo gli uccelli , un tipo interessante di merlo .	0
4894	Amo le calze , ma non i vestiti .	0
5518	Amo i manuali , ma non i libri .	0
2500	Posso capire le emozioni , ed anche la tristezza .	0
1226	Apprezzo il Primitivo , un tipo interessante di vino .	1
840	Apprezzo lo Chardonnay , eccetto la coca cola .	0
624	Adoro i cespugli , eccetto le betulle .	0
4682	Amo i professori , eccetto i lavoratori .	0
1552	Si fida della vista , un tipo interessante di ricostruzione .	0
4644	Amo i dipinti , eccetto i manuali .	0
2704	Non amo gli uccelli , preferisco i pappagalli .	0
4782	Amo i bassotti , ma non i conigli .	1
5798	Amo le gonne , e più specificamente gli animali domestici .	0
4398	Amo i saggi più dei dipinti .	1
1012	Amo le camicie , un tipo interessante di vestiti .	1
5072	Apprezzo la coca cola , ma non lo Chardonnay .	1
2543	Amo i dipinti , ed anche i romanzi .	1
5528	Amo gli impiegati , ma non i lavoratori .	0
4057	Amo le scarpe , eccetto gli orecchini .	0
673	Ho incontrato i genetisti , e più specificamente gli scienziati .	0
5825	Amo gli arbusti , e più specificamente le querce .	0
603	Amo i manuali , e più specificamente i cartoni animati .	0
1392	Adoro il vitello , un tipo interessante di caviale .	0
1838	Amo i cani , ed anche le anatre .	1
3602	Amo le anatre più dei criceti .	1
727	Uso la plastica , eccetto il legno .	0
3023	Non amo il rock , preferisco i gioielli .	1
1020	Amo i vestiti , un tipo interessante di vetro .	0
4588	Posso capire l' amore , eccetto i calcoli .	0
5630	Amo i conigli , e più specificamente gli husky .	0
3943	Apprezzo la musica più dei giochi da tavolo .	1
1965	Amo le betulle , ed anche gli animali .	1
1225	Apprezzo la coca cola , un tipo interessante di Primitivo .	0
4974	Uso il cuoio , ma non il poliestere .	1
851	Apprezzo il Chianti , eccetto la coca cola .	0
321	Amo i thriller , e più specificamente i sussidiari .	0
3217	Non amo le borsette , preferisco le collane .	1
3826	Apprezzo le sedie più dei mobili .	0
3920	Apprezzo il Primitivo più della birra .	1
3082	Non amo il pesce , preferisco il bacon .	1
2409	Amo i criceti , ed anche le balene .	1
681	Ho incontrato gli astronomi , e più specificamente gli impiegati .	0
358	Amo i documentari , e più specificamente i videogiochi .	0
5194	Adoro i broccoli , ma non il lardo .	1
3209	Non amo i braccialetti , preferisco gli occhiali .	1
796	Amo gli uccelli , eccetto i gatti .	0
849	Apprezzo lo Chardonnay , eccetto la birra .	0
418	Amo le balene , e più specificamente i gatti .	0
334	Amo i western , e più specificamente i sussidiari .	0
5628	Amo i cani , e più specificamente i pappagalli .	0
3206	Non amo le sciarpe , preferisco i braccialetti .	1
2517	Amo i cartoni animati , ed anche i sussidiari .	1
3254	Non amo gli animali domestici , preferisco gli orsi .	1
291	Adoro i granchi , e più specificamente il tacchino .	0
4259	Amo le giraffe più dei criceti .	1
4833	Amo le biciclette , ma non le Harley-Davidson .	1
3033	Non amo il cibo , preferisco il jazz .	1
760	Uso la plastica , eccetto il PVC .	1
2023	Uso il vinile , ed anche il cuoio .	1
4402	Amo i romanzi più dei libri .	0
1670	Amo la musica , un tipo interessante di manuale .	0
1503	Amo i gatti , un tipo interessante di orso .	0
4968	Uso il cotone , ma non il poliestere .	1
2357	Amo gli anelli , ed anche i gioielli .	0
5550	Amo i guardiani , ma non le fabbriche .	1
1460	Amo i gioielli , un tipo interessante di occhiali .	0
5643	Amo i bulldog , e più specificamente i gatti .	0
5464	Posso capire le emozioni , ma non l' amore .	1
2873	Non amo gli animali , preferisco i pini .	1
4613	Amo i cani , eccetto i bobtail .	1
5112	Apprezzo i giochi da tavolo , ma non il rock .	1
4815	Amo i merli , ma non i cani .	1
2588	Amo i gatti , eccetto i passeri .	0
4647	Amo gli impiegati , eccetto i lavoratori .	0
4955	Adoro gli animali , ma non i pini .	1
2779	Non amo le navi , preferisco le Kawasakis .	1
2997	Non amo il Chianti , preferisco la sprite .	1
313	Adoro il caviale , e più specificamente il manzo .	0
484	Adoro gli animali , eccetto le querce .	0
1239	Apprezzo il rock , un tipo interessante di gioco da tavolo .	0
3210	Non amo gli occhiali , preferisco i braccialetti .	1
1250	Apprezzo il rock , eccetto la musica .	0
1313	Adoro il prosciutto , un tipo interessante di pesce .	0
4130	Amo i western più dei sussidiari .	1
1834	Amo i criceti , ed anche le anatre .	1
168	Apprezzo il Primitivo , e più specificamente la birra .	0
4026	Amo il prosciutto più delle carote .	1
732	Uso il vetro , eccetto il poliestere .	0
3769	Amo i pini più dei cespugli .	1
2541	Amo i cartoni animati , ed anche i romanzi .	1
1810	Amo i bassotti , ed anche i criceti .	1
4848	Amo le Suzuki , ma non gli aeroplani .	1
964	Amo i criceti , eccetto le anatre .	0
1887	Amo gli enduro , ed anche le biciclette .	1
2998	Non amo la sprite , preferisco il Chianti .	1
5025	Apprezzo i mobili , ma non il parquet .	1
1062	Adoro gli animali , un tipo interessante di quercia .	0
3910	Amo le commedie , eccetto i sussidiari .	0
3234	Non amo gli occhiali , preferisco gli orecchini .	1
1446	Amo i documentari , un tipo interessante di videogioco .	0
1579	Si fida del gusto , un tipo interessante di diceria .	0
916	Amo i conigli , un tipo interessante di bassotto .	0
5171	Adoro il prosciutto , ma non il maiale .	0
1931	Amo le calze , ed anche i gioielli .	1
911	Amo i bassotti , un tipo interessante di criceto .	0
5648	Amo i criceti , e più specificamente i bulldog .	0
4364	Posso capire l' amore più dei calcoli .	1
679	Ho incontrato i genetisti , e più specificamente i portieri .	0
5017	Amo le Harley-Davidson , eccetto gli aeroplani .	0
5730	Amo i treni , e più specificamente le Suzuki .	0
2729	Non amo i criceti , preferisco i merli .	1
2676	Non amo i criceti , preferisco i bobtail .	1
119	Apprezzo il Merlot , e più specificamente la coca cola .	0
2089	Apprezzo il vino , ed anche la sprite .	1
5826	Amo gli alberi , e più specificamente gli arbusti .	0
4502	Amo i fisici più dei camerieri .	1
726	Uso la plastica , eccetto il poliestere .	1
2387	Amo i cani , ed anche le meduse .	1
1015	Amo le camicie , un tipo interessante di gioielli .	0
660	Ho incontrato gli scienziati , e più specificamente i biologi .	1
1063	Adoro gli alberi , un tipo interessante di animale .	0
2695	Non amo i bassotti , preferisco i criceti .	1
4612	Amo i dipinti , eccetto i sussidiari .	0
129	Apprezzo la sprite , e più specificamente il Merlot .	0
5074	Apprezzo il vino , ma non lo Chardonnay .	1
5637	Amo i bobtail , e più specificamente i criceti .	0
1553	Si fida delle ricostruzioni , un tipo interessante della vista .	0
4500	Amo i fisici più degli scienziati .	0
661	Ho incontrato gli scienziati , e più specificamente gli impiegati .	0
2725	Non amo i gatti , preferisco i merli .	1
4469	Amo i biologi più dei camerieri .	1
2946	Non amo i guardaroba , preferisco le posate .	1
5200	Amo le navi , eccetto gli enduro .	0
1032	Amo i pantaloni , un tipo interessante di orecchino .	0
2639	Ho incontrato i fisici , ed anche i guardiani .	1
5248	Adoro il caviale , ma non il manzo .	1
5388	Amo le biciclette , eccetto le Kawasakis .	0
3552	Adoro il tacchino , eccetto il caviale .	0
3978	Apprezzo il blues più del cibo .	1
2168	Adoro il pesce , eccetto il prosciutto cotto .	0
419	Amo gli animali domestici , e più specificamente le balene .	0
1495	Amo gli occhiali , un tipo interessante di anello .	0
2053	Apprezzo i tavoli , ed anche i dipinti .	1
4351	Posso capire la stupidità più della paura .	1
5782	Amo gli orecchini , e più specificamente i pantaloni .	0
1236	Apprezzo il rock , un tipo interessante di musica .	1
3011	Amo i cani , eccetto i passeri .	0
274	Adoro i prodotti del mare , e più specificamente il salmone .	1
2907	Non amo il cotone , preferisco il vinile .	1
4589	Posso capire i calcoli , eccetto l' amore .	0
4553	Si fida delle congetture , eccetto che del gusto .	0
3361	Non ama la paura , preferisce le emozioni .	0
1907	Amo i vestiti , ed anche gli animali domestici .	1
552	Posso capire la stupidità , e più specificamente la tristezza .	0
3014	Non amo il rock , preferisco la musica .	0
5684	Amo i maiali , e più specificamente le anatre .	0
3503	Adoro le ostriche , eccetto i prodotti del mare .	0
2882	Non amo la plastica , preferisco il legno .	1
1404	Amo i film , un tipo interessante di saggio .	0
3058	Non amo il pesce , preferisco il prosciutto cotto .	1
3950	Apprezzo il jazz più degli sport .	1
2993	Non amo il Chianti , preferisco il vino .	0
1767	Ho incontrato i portieri , un tipo interessante di fisico .	0
1014	Amo i vestiti , un tipo interessante di animale domestico .	0
1812	Amo i bassotti , ed anche i pappagalli .	1
2181	Amo il maiale , ed anche i broccoli .	1
3137	Non amo il caviale , preferisco i prodotti del mare .	0
3925	Amo i videogiochi , eccetto le commedie .	0
4993	Uso il cotone , ma non il vinile .	1
1829	Amo le anatre , ed anche i gatti .	1
2101	Apprezzo lo Chardonnay , ed anche la birra .	1
4441	Amo le scuole più dei camerieri .	1
1972	Amo l' erba , ed anche gli abeti .	1
526	Adoro gli alberi , eccetto gli arbusti .	0
3170	Non amo i western , preferisco i sussidiari .	1
4745	Amo i criceti , ma non gli husky .	1
747	Uso il vinile , eccetto il legno .	0
5740	Amo i treni , e più specificamente gli enduro .	0
1713	Amo gli uffici , un tipo interessante di guardiano .	0
2134	Apprezzo il rock , ed anche i gioielli .	1
135	Amo i vestiti , eccetto le calze .	1
4063	Amo il salmone più del vitello .	1
5594	Amo i bulldog , eccetto i gatti .	0
5231	Adoro le ostriche , ma non i prodotti del mare .	0
4422	Amo gli impiegati più dei lavoratori .	0
1906	Amo i vestiti , ed anche le camicie .	0
5315	Amo le sciarpe , ma non le collane .	1
318	Amo i thriller , e più specificamente i film .	0
5760	Amo i gioielli , e più specificamente le camicie .	0
108	Apprezzo i letti , e più specificamente le posate .	0
4898	Amo le calze , ma non gli occhiali .	1
2589	Amo i professori , ed anche le fabbriche .	1
985	Amo le Suzuki , un tipo interessante di treno .	0
1213	Apprezzo la birra , un tipo interessante di Chardonnay .	0
2668	Non amo gli husky , preferisco i conigli .	1
3188	Non amo i videogiochi , preferisco le commedie .	1
1413	Amo i film , un tipo interessante di videogioco .	0
4554	Amo i gatti , eccetto i bobtail .	0
641	Ho incontrato i guardiani , e più specificamente i ristoranti .	0
1795	Amo i conigli , ed anche i bobtail .	1
1630	Posso capire la tristezza , un tipo interessante di logica .	0
4773	Amo i conigli , ma non i bulldog .	1
120	Apprezzo la coca cola , e più specificamente il Merlot .	0
4979	Uso la plastica , ma non il nylon .	1
1066	Adoro gli alberi , un tipo interessante di cespuglio .	0
1042	Amo gli occhiali , un tipo interessante di calza .	0
4396	Amo i saggi più dei cartoni animati .	1
3324	Non si fida del tatto , preferisce i sensi .	0
1770	Amo i merli , eccetto i cani .	0
887	Amo i bobtail , un tipo interessante di gatto .	0
1504	Amo gli orsi , un tipo interessante di gatto .	0
1708	Amo i guardiani , un tipo interessante di ristorante .	0
5291	Amo i sussidiari , ma non i documentari .	1
5125	Apprezzo i giochi da tavolo , ma non il jazz .	1
1921	Amo i pantaloni , ed anche i gioielli .	1
820	Apprezzo la carta da parati , eccetto i letti .	0
557	Amo i sussidiari , e più specificamente la musica .	0
4907	Amo i gioielli , ma non le gonne .	1
1828	Amo gli uccelli , ed anche i cani .	1
5324	Amo gli orecchini , ma non le sciarpe .	1
541	Posso capire l' amore , e più specificamente la stupidità .	0
2086	Apprezzo il vino , ed anche l' acqua .	1
5416	Si fida delle congetture , ma non l' udito .	1
263	Adoro il lardo , e più specificamente il maiale .	0
3577	Amo i bassotti più dei cani .	0
3037	Non amo gli sport , preferisco la techno .	1
2884	Non amo il cotone , preferisco il poliestere .	1
3153	Non amo i saggi , preferisco i thriller .	1
2065	Apprezzo i guardaroba , ed anche la carta da parati .	1
4872	Amo i vestiti , ma non le scarpe .	1
3314	Non si fida dei sensi , preferisce l' udito .	0
3964	Apprezzo la techno più dei giochi da tavolo .	1
831	Amo i pappagalli , eccetto i cani .	0
2219	Amo il lardo , ed anche le carote .	1
4982	Amo le moto , eccetto le Suzuki .	0
3198	Non amo i videogiochi , preferisco i documentari .	1
5226	Adoro i granchi , ma non il manzo .	1
3440	Non amo i lavoratori , preferisco i ristoranti .	1
2121	Apprezzo il Primitivo , ed anche la birra .	1
1103	Uso la plastica , un tipo interessante di poliestere .	0
5375	Amo i conigli , ma non le balene .	1
ID	Sentence	Labels
2625	Ho incontrato gli astronomi , ed anche gli scienziati .	0
3069	Non amo le carote , preferisco il prosciutto cotto .	1
2414	Si fida dei sensi , ed anche della vista .	0
2239	Amo i granchi , ed anche il pollo .	1
4831	Amo le moto , ma non le Harley-Davidson .	1
4181	Amo le balene , eccetto i gatti .	0
4036	Amo il bacon più delle carote .	1
1937	Amo le gonne , ed anche gli animali domestici .	1
564	Amo i libri , e più specificamente il cinema .	0
2784	Non amo le Kawasakis , preferisco i treni .	1
68	Uso il PVC , e più specificamente il cotone .	0
3958	Apprezzo il jazz più dei gioielli .	1
498	Si fida del gusto , e più specificamente delle dicerie .	0
4401	Amo la musica più dei romanzi .	1
3287	Non amo i criceti , preferisco le meduse .	1
5141	Apprezzo i gioielli , ma non la techno .	1
2378	Amo le balene , ed anche i gatti .	1
5392	Amo gli aeroplani , eccetto le Kawasakis .	0
394	Amo le scarpe , e più specificamente gli orecchini .	0
4925	Amo le Harley-Davidson , eccetto le navi .	0
2925	Non amo i mobili , preferisco le sedie .	0
431	Amo i conigli , e più specificamente le giraffe .	0
5118	Apprezzo i gioielli , ma non il rock .	1
2565	Amo gli impiegati , ed anche gli uffici .	1
5273	Amo i giochi da tavolo , ma non i western .	1
872	Amo gli husky , un tipo interessante di gatto .	0
156	Apprezzo il Chianti , e più specificamente la birra .	0
1050	Amo i gioielli , un tipo interessante di gonna .	0
4012	Amo le mele più del prosciutto cotto .	1
1273	Apprezzo la techno , un tipo interessante di collana .	0
4092	Amo gli anelli , eccetto le borsette .	0
4929	Adoro le betulle , ma non gli alberi .	0
568	Amo i sussidiari , e più specificamente i dipinti .	0
2431	Si fida dei notiziari , ed anche dell' udito .	1
4467	Amo gli scienziati più dei biologi .	0
4885	Amo i vestiti , ma non i pantaloni .	1
5215	Adoro il salmone , ma non il manzo .	1
4714	Ho incontrato i portieri , eccetto i genetisti .	0
2662	Non amo gli husky , preferisco i criceti .	1
2742	Non amo i passeri , preferisco i cani .	1
2241	Amo i granchi , ed anche i prodotti del mare .	0
3661	Amo gli aeroplani più degli enduro .	1
1067	Adoro le querce , un tipo interessante di arbusto .	0
2292	Amo i giochi da tavolo , ed anche i western .	1
2067	Apprezzo i guardaroba , ed anche il parquet .	1
248	Adoro le mele , e più specificamente il prosciutto .	0
496	Adoro le querce , eccetto i cespugli .	0
289	Adoro i granchi , e più specificamente il vitello .	0
1468	Amo i gioielli , un tipo interessante di collana .	0
3457	Non amo i guardiani , preferisco le fabbriche .	1
3421	Non amo i romanzi , preferisco i dipinti .	1
3171	Non amo i sussidiari , preferisco i western .	1
4704	Ho incontrato gli scienziati , eccetto i portieri .	0
1617	Posso capire le emozioni , un tipo interessante di amore .	0
5441	Posso capire le emozioni , ma non la saggezza .	1
4099	Amo le borsette , eccetto gli anelli .	0
4020	Amo il prosciutto più del maiale .	0
4959	Adoro i pini , ma non gli arbusti .	1
5829	Amo le betulle , e più specificamente gli alberi .	0
2631	Ho incontrato gli astronomi , ed anche i portieri .	1
5566	Amo i professori , ma non le scuole .	1
3369	Non ama l' amore , preferisce la saggezza .	1
4428	Amo gli impiegati più delle scuole .	1
4823	Amo i passeri , ma non i maiali .	1
2610	Ho incontrato i biologi , ed anche i portieri .	1
478	Si fida dei notiziari , e più specificamente dell' udito .	0
2346	Amo gli orecchini , ed anche i gioielli .	0
5003	Uso il PVC , ma non il cotone .	1
892	Amo i criceti , un tipo interessante di bobtail .	0
100	Apprezzo i guardaroba , e più specificamente i mobili .	0
1410	Amo i film , un tipo interessante di gioco da tavolo .	0
646	Ho incontrato gli uffici , e più specificamente i guardiani .	0
1003	Amo le Kawasakis , un tipo interessante di bicicletta .	0
1616	Posso capire l' amore , un tipo interessante di emozione .	1
4804	Amo i maiali , ma non le anatre .	1
4830	Amo le Harley-Davidson , ma non le moto .	0
5414	Si fida delle ricostruzioni , ma non l' udito .	1
4193	Amo le scarpe più delle collane .	1
1115	Uso il legno , un tipo interessante di nylon .	0
1491	Amo i gioielli , un tipo interessante di anello .	0
547	Posso capire la tristezza , e più specificamente la saggezza .	0
5048	Apprezzo le posate , ma non i letti .	1
2542	Amo i romanzi , ed anche i dipinti .	1
2601	Ho incontrato i biologi , ed anche gli scienziati .	0
20	Amo i pantaloni , eccetto i gioielli .	0
5040	Apprezzo i guardaroba , ma non i dipinti .	1
4800	Amo gli uccelli , ma non le anatre .	1
2010	Uso il cotone , ed anche il nylon .	1
2788	Amo i passeri , eccetto i maiali .	0
943	Amo i gatti , un tipo interessante di merlo .	0
2034	Uso il cuoio , ed anche il PVC .	1
5436	Si fida delle congetture , ma non il gusto .	1
2482	Posso capire la logica , ed anche la paura .	1
2877	Non amo gli arbusti , preferisco i pini .	1
5322	Amo gli orecchini , ma non i gioielli .	0
5520	Amo i manuali , ma non il cinema .	1
2104	Apprezzo la coca cola , ed anche il Chianti .	1
4326	Si fida del gusto più che delle congetture .	1
5413	Si fida dell' udito , ma non le ricostruzioni .	1
1990	Amo gli arbusti , ed anche i pini .	1
3053	Non amo il cibo , preferisco il blues .	1
2097	Apprezzo lo Chardonnay , ed anche l' acqua .	1
3685	Amo i vestiti più degli orecchini .	1
457	Si fida della vista , e più specificamente dei sensi .	0
4100	Amo il caviale più del tacchino .	1
5285	Amo i videogiochi , ma non le commedie .	1
3970	Amo i braccialetti , eccetto le borsette .	0
1611	Posso capire la logica , un tipo interessante di paura .	0
2070	Apprezzo le posate , ed anche i letti .	1
841	Apprezzo la coca cola , eccetto lo Chardonnay .	0
143	Apprezzo lo Chardonnay , e più specificamente la sprite .	0
2366	Amo le giraffe , ed anche i gatti .	1
1905	Amo le camicie , ed anche i vestiti .	0
2028	Uso la plastica , ed anche il PVC .	0
458	Si fida dei sensi , e più specificamente della vista .	1
4793	Amo i maiali , ma non i pappagalli .	1
1814	Amo i bassotti , ed anche i conigli .	1
450	Amo le balene , e più specificamente i criceti .	0
2973	Non amo il vino , preferisco l' acqua .	1
2869	Non amo l' erba , preferisco i pini .	1
4902	Amo le gonne , ma non le scarpe .	1
3617	Amo i cani più dei merli .	1
4445	Amo le fabbriche più dei guardiani .	1
77	Apprezzo i mobili , e più specificamente le sedie .	1
1541	Amo le balene , un tipo interessante di criceto .	0
4005	Amo il maiale più del prosciutto cotto .	0
1095	Adoro gli animali , un tipo interessante di pino .	0
435	Amo i conigli , e più specificamente gli orsi .	0
5497	Amo la musica , ma non i saggi .	1
1970	Amo gli arbusti , ed anche le betulle .	1
4047	Amo le carote più del lardo .	1
4802	Amo i criceti , ma non le anatre .	1
113	Apprezzo i dipinti , e più specificamente i letti .	0
1822	Amo i criceti , ed anche i pappagalli .	1
5455	Posso capire la paura , ma non la stupidità .	1
1242	Apprezzo il rock , un tipo interessante di cibo .	0
3141	Non amo il caviale , preferisco il tacchino .	1
5450	Posso capire le emozioni , ma non i calcoli .	1
3394	Non amo i sussidiari , preferisco il cinema .	1
615	Ho incontrato i ristoranti , e più specificamente gli impiegati .	0
4910	Amo le gonne , ma non gli orecchini .	1
226	Apprezzo i gioielli , e più specificamente il blues .	0
1129	Uso il cotone , un tipo interessante di vinile .	0
4771	Amo i pappagalli , ma non i bulldog .	1
979	Amo le Suzuki , un tipo interessante di nave .	0
2502	Posso capire la stupidità , ed anche la tristezza .	1
1205	Apprezzo la coca cola , un tipo interessante di Chardonnay .	0
4068	Amo i prodotti del mare più del tacchino .	1
5557	Amo le scuole , ma non i guardiani .	1
3987	Amo i gioielli , eccetto le sciarpe .	0
658	Ho incontrato gli impiegati , e più specificamente i biologi .	0
780	Apprezzo il parquet , eccetto le sedie .	0
2689	Non amo i bulldog , preferisco i conigli .	1
4569	Posso capire la paura , eccetto la saggezza .	0
340	Amo le commedie , e più specificamente i saggi .	0
8	Amo gli abeti , e più specificamente i cespugli .	0
3354	Non ama le emozioni , preferisce la logica .	1
1472	Amo le collane , un tipo interessante di occhiali .	0
144	Apprezzo la sprite , e più specificamente lo Chardonnay .	0
3916	Apprezzo il Primitivo più dell' acqua .	1
1514	Amo i cani , un tipo interessante di animale domestico .	1
265	Adoro il lardo , e più specificamente i broccoli .	0
967	Amo le Harley-Davidson , un tipo interessante di moto .	1
2051	Apprezzo i tavoli , ed anche i mobili .	0
1355	Adoro il tacchino , un tipo interessante di salmone .	0
3701	Amo i gioielli più delle calze .	1
